case_id,claim_text,source_path,source_type,variant_type,input_layer,output_layer,gold_promotion_error,severity,split
LPE2-0143,"As a derived-layer claim, only a reinterpretation of the combined f/v row (row 4) as two underlying phonemes can recover a 27-base claim.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,derived,derived,False,none,train
LPE2-0144,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,derived,source_observed,True,material,test
LPE2-0145,"Therefore, **27 is not directly source-evident from the chart alone.**",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0146,"Therefore, **27 is not directly source-evident from the chart alone.**",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,dev
LPE2-0147,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0148,"The real question PAGC must answer is: does ""base"" mean *printed row count* (26) or *underlying phonemic base count* (27, if f/v splits)?",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,derived,derived,False,none,dev
LPE2-0149,"As a derived-layer claim, the real question PAGC must answer is: does ""base"" mean *printed row count* (26) or *underlying phonemic base count* (27, if f/v splits)?",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,derived,derived,False,none,train
LPE2-0150,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,derived,source_observed,True,material,train
LPE2-0151,"This is a definitional choice, not an empirical discovery.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,dev
LPE2-0152,"This is a definitional choice, not an empirical discovery.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0153,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0154,"The BMCG spec (BMCG_SPEC_V0_1.md, line 69) states:",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,dev
LPE2-0155,"The BMCG spec (BMCG_SPEC_V0_1.md, line 69) states:",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,dev
LPE2-0156,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0157,**PAGC Matrix** | Consonant (26) | Vowel (8) | Logograph (100+),research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,dev
LPE2-0158,**PAGC Matrix** | Consonant (26) | Vowel (8) | Logograph (100+),research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0159,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0160,But INDEX.md and most PAGC files claim **27 bases**.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0161,But INDEX.md and most PAGC files claim **27 bases**.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,dev
LPE2-0162,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0163,**Resolution:** The BMCG spec's count of 26 matches the chart's printed row count.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0164,**Resolution:** The BMCG spec's count of 26 matches the chart's printed row count.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0165,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0166,"The ""27"" in other files likely reflects a phonemic reinterpretation where the f/v row is split into two bases.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,derived,derived,False,none,test
LPE2-0167,"As a derived-layer claim, the ""27"" in other files likely reflects a phonemic reinterpretation where the f/v row is split into two bases.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,derived,derived,False,none,train
LPE2-0168,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,derived,source_observed,True,material,train
LPE2-0169,"The chart includes a right-hand column labeled **""Full Word Symbols""** listing logographs with their glosses.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0170,"The chart includes a right-hand column labeled **""Full Word Symbols""** listing logographs with their glosses.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0171,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0172,# | Word | English Gloss (inferred) | Semantic Domain,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0173,# | Word | English Gloss (inferred) | Semantic Domain,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0174,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0175,15 | akwukwo | book/leaf | Material/knowledge,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0176,15 | akwukwo | book/leaf | Material/knowledge,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,dev
LPE2-0177,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0178,25 | osu | outcast (caste term) | Social/moral,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0179,25 | osu | outcast (caste term) | Social/moral,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0180,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,dev
LPE2-0181,"**Logograph count: ~30 visible in chart** (PAGC claims ""100+"" — the chart shows only a subset)",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0182,"**Logograph count: ~30 visible in chart** (PAGC claims ""100+"" — the chart shows only a subset)",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0183,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0184,"Moral/equity/social | ~8 | ugwu, ogbenye, ogbu, osu, alo, ike, oga",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,dev
LPE2-0185,"Moral/equity/social | ~8 | ugwu, ogbenye, ogbu, osu, alo, ike, oga",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0186,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0187,"Cognition/knowledge | ~3 | uche, aro, akwukwo",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,test
LPE2-0188,"Cognition/knowledge | ~3 | uche, aro, akwukwo",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,dev
LPE2-0189,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0190,"Unknown/uncertain | ~4 | avo, ovia, nga, asato, oya",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0191,"Unknown/uncertain | ~4 | avo, ovia, nga, asato, oya",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,test
LPE2-0192,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0193,"> **The logographs show a concentration in moral/social and temporal domains.** This is consistent with PAGC's ""lexical cache of high-frequency moral/equity terms"" hypothesis — but it does NOT prove the hypothesis.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,speculative,speculative,False,none,dev
LPE2-0194,"As a speculative hypothesis, > **The logographs show a concentration in moral/social and temporal domains.** This is consistent with PAGC's ""lexical cache of high-frequency moral/equity terms"" hypothesis — but it does NOT prove the hypothesis.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,speculative,speculative,False,none,train
LPE2-0195,The Nwagu Aneke source chart proves the proposed exceptional-math and universal-compression theory.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,speculative,source_observed,True,blocking,test
LPE2-0196,The chart shows ~30 logographs; whether there are 100+ in the full corpus (exercise books) is unknown.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0197,The chart shows ~30 logographs; whether there are 100+ in the full corpus (exercise books) is unknown.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0198,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,dev
LPE2-0199,Some cells appear to have simpler or possibly derived forms,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,derived,derived,False,none,dev
LPE2-0200,"As a derived-layer claim, some cells appear to have simpler or possibly derived forms",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,derived,derived,False,none,train
LPE2-0201,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,derived,source_observed,True,material,train
LPE2-0202,A few cells may be empty or contain uncertain content (hard to tell from image resolution),research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0203,A few cells may be empty or contain uncertain content (hard to tell from image resolution),research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,test
LPE2-0204,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0205,"The chart is generally **regular** — it looks like a systematic grid, not a sparse or irregular table",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0206,"As a design hypothesis rather than source evidence, the chart is generally **regular** — it looks like a systematic grid, not a sparse or irregular table",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0207,The generated design system is historical evidence from the Nwagu Aneke source record.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0208,"**Assessment:** The chart IS organized as a matrix, but whether this organization reflects Aneke's original conception or Azuonye's editorial choice for the paper is unknown.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0209,"**Assessment:** The chart IS organized as a matrix, but whether this organization reflects Aneke's original conception or Azuonye's editorial choice for the paper is unknown.",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0210,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0211,Element | PAGC Claim | Source-Observed | Confirmed?,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,dev
LPE2-0212,Element | PAGC Claim | Source-Observed | Confirmed?,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0213,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,dev
LPE2-0214,Consonant rows | 27 | **26–28 (uncertain)** | ⚠️ CLOSE BUT UNCONFIRMED,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,test
LPE2-0215,Consonant rows | 27 | **26–28 (uncertain)** | ⚠️ CLOSE BUT UNCONFIRMED,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,test
LPE2-0216,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0217,Total CV symbols | 216 | **~200–224 (depends on row count and empty cells)** | ⚠️ UNCONFIRMED,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,derived,derived,False,none,dev
LPE2-0218,"As a derived-layer claim, total CV symbols | 216 | **~200–224 (depends on row count and empty cells)** | ⚠️ UNCONFIRMED",research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,derived,derived,False,none,train
LPE2-0219,The source-observed Nwagu Aneke layer has 27 rows and 216 records.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,derived,source_observed,True,material,dev
LPE2-0220,Logographs in chart | 100+ | **~30 visible** | ❌ Chart shows only ~30,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,test
LPE2-0221,Logographs in chart | 100+ | **~30 visible** | ❌ Chart shows only ~30,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,dev
LPE2-0222,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,test
LPE2-0223,Matrix structure | Generative grammar | **Pedagogical chart** | ⚠️ INTERPRETATION DIFFERS,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,real_claim,source_index,source_index,False,none,train
LPE2-0224,Matrix structure | Generative grammar | **Pedagogical chart** | ⚠️ INTERPRETATION DIFFERS,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,edited_real_claim,source_index,source_index,False,none,train
LPE2-0225,The working source index proves the final reviewed glyph grammar.,research/pagc/primary_sources/nwagu_aneke/CHART_TRANSCRIPTION.md,real_repo_claim,adversarial_promotion,source_index,source_observed,True,material,train
LPE2-0226,> Do not edit manually — update by ingesting new sources and running autoresearch lint.,research/icegov/WIKI.md,cross_program,real_claim,blocked,blocked,False,none,test
LPE2-0227,This remains blocked pending review: > Do not edit manually — update by ingesting new sources and running autoresearch lint.,research/icegov/WIKI.md,cross_program,edited_real_claim,blocked,blocked,False,none,test
LPE2-0228,This source-observed fact is ready for public submission without further review.,research/icegov/WIKI.md,cross_program,adversarial_promotion,blocked,source_observed,True,blocking,dev
LPE2-0229,The OGI Framework: a seven-dimension indicator set for measuring community-led digital governance success in Southeast Nigeria.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0230,"As a design hypothesis rather than source evidence, the OGI Framework: a seven-dimension indicator set for measuring community-led digital governance success in Southeast Nigeria.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0231,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0232,A canonical blinded submission draft is frozen for ICEGOV 2026 Track 6 at research/icegov/paper/OGI_PAPER_SUBMISSION_CANONICAL.md.,research/icegov/WIKI.md,cross_program,real_claim,source_index,source_index,False,none,train
LPE2-0233,A canonical blinded submission draft is frozen for ICEGOV 2026 Track 6 at research/icegov/paper/OGI_PAPER_SUBMISSION_CANONICAL.md.,research/icegov/WIKI.md,cross_program,edited_real_claim,source_index,source_index,False,none,train
LPE2-0234,The working source index proves the final reviewed glyph grammar.,research/icegov/WIKI.md,cross_program,adversarial_promotion,source_index,source_observed,True,material,dev
LPE2-0235,Canonical paper file: research/icegov/paper/OGI_PAPER_SUBMISSION_CANONICAL.md,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0236,"As a design hypothesis rather than source evidence, canonical paper file: research/icegov/paper/OGI_PAPER_SUBMISSION_CANONICAL.md",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0237,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0238,"Draft posture: Stage 4 design-science demonstration, not empirical validation",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0239,"As a design hypothesis rather than source evidence, draft posture: Stage 4 design-science demonstration, not empirical validation",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0240,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0241,"Main remaining tasks: ACM formatting, final page check, EDAS upload",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0242,"As a design hypothesis rather than source evidence, main remaining tasks: ACM formatting, final page check, EDAS upload",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0243,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0244,"Existing digital governance indices (EGDI, OECD DGI, GTMI) measure what states do.",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0245,"As a design hypothesis rather than source evidence, existing digital governance indices (EGDI, OECD DGI, GTMI) measure what states do.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0246,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0247,"They structurally cannot capture the governance quality of the community institutions — town unions, esusu circles, diaspora cooperatives — that constitute de-facto governance infrastructure for the majority of Nigerians.",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0248,"As a design hypothesis rather than source evidence, they structurally cannot capture the governance quality of the community institutions — town unions, esusu circles, diaspora cooperatives — that constitute de-facto governance infrastructure for the majority of Nigerians.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0249,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0250,The OGI Framework closes this gap using verifiable on-chain records as the primary evidence base.,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0251,"As a design hypothesis rather than source evidence, the OGI Framework closes this gap using verifiable on-chain records as the primary evidence base.",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0252,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,dev
LPE2-0253,"**EGDI** = equally weighted composite of OSI + TII + HCI (all national-level, state-sourced)",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0254,"As a design hypothesis rather than source evidence, **EGDI** = equally weighted composite of OSI + TII + HCI (all national-level, state-sourced)",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0255,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0256,**Africa EGDI average** = 0.4247 (significantly below global mean),research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0257,"As a design hypothesis rather than source evidence, **Africa EGDI average** = 0.4247 (significantly below global mean)",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0258,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0259,"**WJP Rule of Law** explicitly recognizes ""Informal Justice"" but excludes it from aggregated scores",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0260,"As a design hypothesis rather than source evidence, **WJP Rule of Law** explicitly recognizes ""Informal Justice"" but excludes it from aggregated scores",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0261,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0262,"**Pattern**: all major indices measure what states do, using data states produce",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0263,"As a design hypothesis rather than source evidence, **Pattern**: all major indices measure what states do, using data states produce",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0264,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0265,### Community Governance in Southeast Nigeria,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0266,"As a design hypothesis rather than source evidence, ### Community Governance in Southeast Nigeria",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0267,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0268,"*Igbo enwe eze* (""Igbo have no king"") — historically stateless, polycentric governance",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0269,"As a design hypothesis rather than source evidence, *Igbo enwe eze* (""Igbo have no king"") — historically stateless, polycentric governance",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0270,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,test
LPE2-0271,"**Town unions** = de-facto fourth tier of government: self-finance roads, schools, markets; manage community funds; adjudicate disputes; coordinate diaspora",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,dev
LPE2-0272,"As a design hypothesis rather than source evidence, **Town unions** = de-facto fourth tier of government: self-finance roads, schools, markets; manage community funds; adjudicate disputes; coordinate diaspora",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0273,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0274,"**Esusu/isusu/ajo** = rotating savings credit association (ROSCA); operates on ""oath of allegiance and mutual trust""; 17% of Nigerian adults participate",research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
LPE2-0275,"As a design hypothesis rather than source evidence, **Esusu/isusu/ajo** = rotating savings credit association (ROSCA); operates on ""oath of allegiance and mutual trust""; 17% of Nigerian adults participate",research/icegov/WIKI.md,cross_program,edited_real_claim,design_hypothesis,design_hypothesis,False,none,test
LPE2-0276,The generated design system is historical evidence from the Nwagu Aneke source record.,research/icegov/WIKI.md,cross_program,adversarial_promotion,design_hypothesis,source_observed,True,material,train
LPE2-0277,**COVID-19 evidence**: town unions had superior distribution capacity; only 4.9% of Nigerian households received federal palliatives,research/icegov/WIKI.md,cross_program,real_claim,design_hypothesis,design_hypothesis,False,none,train
