case_id,reviewer,input_layer,output_layer,promotion_error,severity,rationale
LPE3-0001,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0078,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0079,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0079,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0079,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0080,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0080,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0080,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0081,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0081,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0081,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0082,methods_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0082,domain_postdoc,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0082,rights_authority_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0083,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0083,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0083,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0084,methods_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0084,domain_postdoc,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0084,rights_authority_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0085,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0085,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0085,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0086,methods_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0086,domain_postdoc,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0086,rights_authority_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0087,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0087,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0087,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0088,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0088,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0088,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0089,methods_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0089,domain_postdoc,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0089,rights_authority_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0090,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0090,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0090,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0091,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0091,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0091,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0092,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0092,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0092,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0093,methods_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0093,domain_postdoc,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0093,rights_authority_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0094,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0094,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0094,rights_authority_reviewer,design_hypothesis,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0095,methods_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0095,domain_postdoc,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0095,rights_authority_reviewer,source_index,source_index,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0096,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0096,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0096,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0097,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0097,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0097,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0098,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0098,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0098,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0099,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0099,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0099,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0100,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0100,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0100,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0101,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0101,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0101,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0102,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0102,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0102,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0103,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0103,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0103,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0104,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0104,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0104,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0105,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0105,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0105,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0106,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0106,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0106,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0107,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0107,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0107,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0108,methods_reviewer,blocked,source_observed,yes,blocking,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0108,domain_postdoc,blocked,source_observed,yes,blocking,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0108,rights_authority_reviewer,blocked,source_observed,yes,blocking,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0109,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0109,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0109,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0110,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0110,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0110,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0111,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0111,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0111,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0112,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0112,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0112,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0113,methods_reviewer,blocked,source_index,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0113,domain_postdoc,blocked,source_index,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0113,rights_authority_reviewer,blocked,source_index,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0114,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0114,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0114,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0115,methods_reviewer,blocked,source_observed,yes,blocking,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0115,domain_postdoc,blocked,source_observed,yes,blocking,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0115,rights_authority_reviewer,blocked,source_observed,yes,blocking,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0116,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0116,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0116,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0117,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0117,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0117,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0118,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0118,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0118,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0119,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0119,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0119,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0120,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0120,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0120,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0121,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0121,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0121,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0122,methods_reviewer,speculative,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0122,domain_postdoc,speculative,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0122,rights_authority_reviewer,speculative,speculative,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0123,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0123,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0123,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0124,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0124,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0124,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0125,methods_reviewer,design_hypothesis,derived,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0125,domain_postdoc,design_hypothesis,derived,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0125,rights_authority_reviewer,design_hypothesis,derived,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0126,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0126,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0126,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0127,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0127,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0127,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0128,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0128,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0128,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0129,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0129,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0129,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0130,methods_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0130,domain_postdoc,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0130,rights_authority_reviewer,derived,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0131,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0131,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0131,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0132,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0132,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0132,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0133,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0133,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0133,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0134,methods_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0134,domain_postdoc,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0134,rights_authority_reviewer,source_index,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0135,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0135,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0135,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0136,methods_reviewer,design_hypothesis,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0136,domain_postdoc,design_hypothesis,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0136,rights_authority_reviewer,design_hypothesis,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0137,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0137,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0137,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0138,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0138,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0138,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0139,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0139,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0139,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0140,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0140,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0140,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0141,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0141,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0141,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0142,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0142,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0142,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0143,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0143,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0143,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0144,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0144,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0144,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0145,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0145,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0145,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0146,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0146,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0146,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0147,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0147,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0147,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0148,methods_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0148,domain_postdoc,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0148,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0149,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0149,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0149,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0150,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0150,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0150,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0151,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0151,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0151,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0152,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0152,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0152,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0153,methods_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0153,domain_postdoc,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0153,rights_authority_reviewer,design_hypothesis,design_hypothesis,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0154,methods_reviewer,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0154,domain_postdoc,blocked,design_hypothesis,yes,material,Synthetic pilot label based on visible layer cues; not a human annotation.
LPE3-0154,rights_authority_reviewer,blocked,blocked,no,none,Synthetic pilot label based on visible layer cues; not a human annotation.
